countrycode,country,currency_unit,year,GDP,net population growth,CPI,employment rate,labsh,xr,pl_gdpo,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,GDP
GBR,United Kingdom,Pound Sterling,1979,,56.205083,,25.1849823,0.551431835,0.472181166,0.37103644,0.642857552,0.218591675,0.229464099,0.206174091,-0.215471357,-0.081616059,0.38252762,0.42004782,0.322024137,0.371519178,0.403308243,0.377093583,1.546133041,
GBR,United Kingdom,Pound Sterling,1980,-2.058889139,7.27336E-05,17.96593,-0.005846766,0,-0.088707831,0.270484616,0.005561705,-0.138717232,0.077550436,0.032232469,0.02641003,-0.09798443,0.24969746,0.268025619,0.264494757,0.208888657,0.115152325,0.311131741,0.219408795,-2.058889139
GBR,United Kingdom,Pound Sterling,1981,-0.693062099,0.000205732,11.87662,-0.027344584,0,0.156512005,-0.021506088,0.013780291,-0.066079519,-0.016037575,-0.048968842,-0.062429696,-0.055863452,-0.029857135,-0.054889216,0.015055888,-0.03851383,-0.066223028,-0.033812436,-0.130475166,-0.693062099
GBR,United Kingdom,Pound Sterling,1982,1.970747728,0.000367782,8.59887,-0.018870838,0,0.15032011,-0.052665858,-0.002400773,0.112815708,-0.048528884,-0.025515832,0.002425595,0.011348719,-0.050005318,-0.11360087,-0.01031588,-0.036732416,-0.03317158,-0.114445282,-0.066319762,1.970747728
GBR,United Kingdom,Pound Sterling,1983,4.198179286,0.000629181,4.609302,-0.008083259,0,0.152464378,-0.071693792,0.011848219,0.069071911,-0.06423027,-0.020314925,0.028450429,-0.050188366,-0.080789106,-0.091869949,-0.018340098,-0.053522506,-0.043707538,-0.097624943,-0.155166543,4.198179286
GBR,United Kingdom,Pound Sterling,1984,2.240772117,0.000996912,4.960712,0.020000244,0,0.139576554,-0.064975994,0.003257328,0.0685919,-0.051169087,0.069674738,0.083630225,0.015036495,-0.066639092,-0.078776252,-0.028284576,-0.046844722,-0.031825107,-0.070343612,-0.145268413,2.240772117
GBR,United Kingdom,Pound Sterling,1985,4.125056035,0.001431703,6.071394,0.009836044,0,0.036497859,0.030067816,0.001773047,0.010494718,-0.067959491,0.055479494,0.022107889,-0.060493411,0.024444036,0.010764194,0.063953366,-0.0125663,-0.017132889,0.026682833,-0.013262811,4.125056035
GBR,United Kingdom,Pound Sterling,1986,3.154662045,0.001931274,3.427615,0.003133479,0,-0.124541758,0.219188546,0.031954995,0.014651818,0.004450835,-0.10659845,0.000477044,0.032024742,0.21771559,0.188182321,0.212134526,0.170651863,0.142809807,0.208485924,0.170239813,3.154662045
GBR,United Kingdom,Pound Sterling,1987,5.395648908,0.002401999,4.148918,0.016584273,0,-0.103006608,0.186571887,-0.013984312,0.055257239,-0.050711547,0.079761451,0.050103854,-0.045828628,0.191810109,0.173220231,0.206362596,0.089542797,0.11501253,0.177249447,0.183387413,5.395648908
GBR,United Kingdom,Pound Sterling,1988,5.601678656,0.002726645,4.2094,0.029719093,-0.001948876,-0.081310963,0.17690589,0.01771322,0.139651634,-0.04614537,-0.02915494,0.100245179,0.099784885,0.164375164,0.156299086,0.184674032,0.100404056,0.076154324,0.172237042,0.123245249,5.601678656
GBR,United Kingdom,Pound Sterling,1989,2.444494263,0.002843375,5.7,0.023084768,0.011569769,0.087166815,-0.001758913,-0.002044023,0.00256187,-0.014739764,-0.0012686,0.006288698,-0.076130805,-0.009325402,0.020781437,-0.00963843,0.034377133,0.022567489,0.008520229,-0.160517925,2.444494263
GBR,United Kingdom,Pound Sterling,1990,0.633754866,0.002809934,8,0.001629619,0.034341866,-0.078530306,0.170841808,0.007293567,-0.088147005,-0.052512841,0.144548633,0.064437429,-0.260759202,0.156147375,0.141328183,0.249342826,0.049994809,0.052397862,0.199076109,0.061619832,0.633754866
GBR,United Kingdom,Pound Sterling,1991,-1.186390033,0.002737301,7.5,-0.02938211,0.010714049,0.006815202,0.071426348,-0.019528354,-0.051883914,0.042515603,-0.113311386,-0.127925208,-0.183354232,0.104428773,-0.035991572,0.075119177,0.087502226,0.070997077,-0.069509444,-0.006262743,-1.186390033
GBR,United Kingdom,Pound Sterling,1992,0.313239908,0.002709895,4.6,-0.02642993,-0.003769036,0.004865537,0.036172344,-0.002915375,0.058334796,0.005057703,0.236634639,0.20839086,0.222123647,0.056543644,-0.058916688,0.056358944,-0.114092961,-0.101088889,-0.091982851,-0.015257619,0.313239908
GBR,United Kingdom,Pound Sterling,1993,2.400714643,0.002719892,2.6,-0.011661728,-0.027498831,0.170211975,-0.119842654,6.75698E-05,0.030600464,-0.050248079,-0.154396223,-0.117096716,-0.088191321,-0.109330673,-0.166622576,-0.105480879,0.014219041,-0.020299291,-0.191985792,-0.108060207,2.400714643
GBR,United Kingdom,Pound Sterling,1994,3.768106114,0.00279666,2.2,0.005410557,-0.024703451,-0.019992228,0.041617134,-0.014737342,0.048232892,-0.028072415,0.1257934,0.051375653,0.263202095,0.056296449,0.04779088,0.052045155,0.026159968,0.053831659,-0.030602785,0.033370872,3.768106114
