countrycode,country,currency_unit,year,GDP,net population growth,CPI,employment rate,labsh,xr,pl_gdpo,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,GDP
IND,India,Indian Rupee,1979,,682.995354,,256.8391113,0.709059417,8.125790946,0.169526383,0.672914147,0.16652818,0.224697873,0.026745902,-0.027103789,-0.063782334,0.190953925,0.22466746,0.074652165,0.292258024,0.37488395,0.140270442,0.623518765,
IND,India,Indian Rupee,1980,5.281,0.02336398,11.34606,0.007102308,0.038942277,-0.032347158,0.191659324,0.002259863,0.004189783,-0.04049507,0.010344538,0.311639232,-0.235969101,0.221118775,0.115094482,0.21147029,0.029731245,0.11994744,0.198038322,0.040884306,5.281
IND,India,Indian Rupee,1981,6.006,0.023509668,13.11255,0.004507781,-0.027032028,0.101180683,0.073669532,0.025216217,-0.116125955,-0.047964951,-0.008339397,0.171217601,-0.391244635,0.024341795,0.200461227,0.124758069,0.061999603,-0.101079663,0.141719494,0.044441818,6.006
IND,India,Indian Rupee,1982,3.476,0.023560057,7.89075,0.004125021,-0.013324762,0.092002889,0.045087538,0.008707151,-0.009671413,0.012556153,0.088214548,-0.227115501,0.640087525,0.022519556,0.062985638,0.090714218,0.009650052,-0.020343426,0.142195958,0.07068557,3.476
IND,India,Indian Rupee,1983,7.289,0.02347518,11.86807,0.003785057,0.016143232,0.068086444,0.059766099,0.028195088,-0.038782158,-0.082467424,0.009188396,0.568955876,-0.435581408,0.036162394,0.053462229,0.145769292,0.073353011,-0.117498812,0.109214116,-0.044686363,7.289
IND,India,Indian Rupee,1984,3.821,0.023223618,8.318914,0.00351335,-0.004469285,0.125130986,-0.002602629,0.005801572,-0.019056497,-0.019324484,0.045066863,-0.186774106,0.311367958,-0.020696284,0.066586743,0.043738597,-0.000758309,0.161264422,0.079760004,-0.070062317,3.821
IND,India,Indian Rupee,1985,5.254,0.022855809,5.556426,0.003255433,-0.023226999,0.088550873,0.01574576,0.000939164,-0.000686007,0.010016384,-0.124337428,0.100198515,-0.152234133,-0.007320504,0.094917632,0.061441688,0.020254779,0.00274679,0.07062268,0.027706236,5.254
IND,India,Indian Rupee,1986,4.777,0.022458101,8.729712,0.004868386,-0.004419541,0.019572174,0.049771439,-0.004287616,-0.000641206,0.035293477,-0.061598345,-0.186841657,0.336192426,0.056895061,0.023805938,0.071507099,0.109074846,0.139977631,0.046030838,0.037278912,4.777
IND,India,Indian Rupee,1987,3.965,0.022079058,8.801135,0.004824461,0.004841832,0.02780678,0.050502648,-0.010980027,0.09039901,0.010581259,0.080493712,-0.076173755,0.281137573,0.037345532,0.049372942,0.07359073,0.086689609,0.121913009,0.100677986,0.039695837,3.965
IND,India,Indian Rupee,1988,9.628,0.021699666,9.383466,0.004898139,-0.003169022,0.073724749,0.022740025,-0.006212336,0.052320962,-0.04321251,-0.014380306,0.005041231,-0.108234658,0.009975595,0.015034763,0.039840094,0.077601106,0.038810164,0.025516442,0.031665855,9.628
IND,India,Indian Rupee,1989,5.947,0.021333028,7.074283,0.004861924,-0.021075537,0.165869286,-0.081134936,-0.007682911,0.003694769,-0.029993326,0.106111234,0.013184619,-0.173990826,-0.099747313,-0.049722838,-0.056037047,0.035812172,0.032925101,-0.056710813,-0.08986275,5.947
IND,India,Indian Rupee,1990,5.534,0.020977894,8.971233,0.004829208,-0.003240551,0.078764907,0.016548817,0.015361439,0.10176041,-0.100469553,-0.022146703,-0.032024737,0.232349221,-0.014930324,0.013009628,0.102893809,0.010641157,0.062955691,-0.018995372,-0.006948107,5.534
IND,India,Indian Rupee,1991,1.057,0.020606743,13.87025,0.004543842,-0.005890486,0.299307757,-0.142609153,-0.004376441,-0.169636238,-0.052032861,-0.077701293,-0.223735511,-0.761933352,-0.139572887,-0.135301859,-0.112118743,0.048379857,0.023387001,-0.124869576,-0.159818124,1.057
IND,India,Indian Rupee,1992,5.482,0.020233759,11.78782,0.005019772,-0.009426327,0.139635454,-0.044785397,-0.022062657,0.096197235,-0.033307943,0.205425732,0.263392509,-0.726045364,-0.041799574,-0.079157935,-0.026471639,-0.090891391,-0.060409837,-0.083286066,-0.060208106,5.482
IND,India,Indian Rupee,1993,4.75,0.019901797,6.32689,0.005741426,-0.02088993,0.176525721,-0.070312211,-0.0006255,-0.000776415,-0.022745673,0.010717737,-0.043972535,-0.71317369,-0.073873074,-0.103853098,-0.041037123,0.009653144,-0.052510533,-0.082275807,-0.074398123,4.75
IND,India,Indian Rupee,1994,6.659,0.019622488,10.24793,-0.005355487,-0.021239352,0.028873591,0.079057016,0.001852808,0.121730862,-0.054674429,0.118681048,0.131908885,13.87658386,0.067011459,0.07204895,0.082658198,0.001763859,0.028131101,0.039393041,0.060490364,6.659
