countrycode,country,currency_unit,year,GDP,net population growth,CPI,employment rate,labsh,xr,pl_gdpo,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,GDP
BRA,Brazil,Brazilian Real,1979,,117.878411,2000.489771,43.83112335,0.514605582,1.17E-11,0.271730125,0.72354871,0.230113372,0.068605945,0.053038102,-0.075310729,4.61E-06,0.259307384,0.273223311,0.392131239,0.370955259,0.33650288,0.230394974,1.911091447,
BRA,Brazil,Brazilian Real,1980,9.2,0.023885612,100.5434,-0.034927009,0,9.49E-01,0.023698061,0.073128535,0.120209898,-0.061807967,0.257830851,0.098724831,-17911.80629,0.03618322,-0.012605462,-0.090001238,-0.071901674,-0.17511925,-0.028568167,-0.085011057,9.2
BRA,Brazil,Brazilian Real,1981,-4.24999999,0.023831489,101.7251,0.017581054,0,7.68E-01,0.128614395,-0.089970945,-0.131326334,-0.020395662,0.147133328,-0.152756235,-1.00E+00,0.102396487,0.154878746,0.550373457,0.323954731,0.792580372,0.163643256,-0.03108787,-4.24999999
BRA,Brazil,Brazilian Real,1982,0.83,0.023694904,100.5434,0.029717949,0,9.28E-01,0.066280614,0.016046311,-0.061778611,0.078584633,-0.147788983,-0.126241701,-1.92E+00,0.077057677,0.07667595,-0.063438782,-0.407329638,-0.421945146,0.089271309,0.006609869,0.83
BRA,Brazil,Brazilian Real,1983,-2.93,0.023324461,135.0277,-0.011769048,0,2.22E+00,-0.281670536,0.004126596,-0.135160062,0.054446146,0.167138291,-0.176796893,4.20E-01,-0.246230215,-0.357739477,-0.397975118,0.359742249,0.542275114,-0.270539826,-0.395510146,-2.93
BRA,Brazil,Brazilian Real,1984,5.4,0.022671115,192.1217,0.012982522,0,2.20E+00,-0.017250305,-0.01750033,-0.018686101,0.073683549,0.180080586,-0.082548734,4.22654E+13,-0.018874832,-0.033281634,-0.156610362,-0.028024744,-0.095240838,-0.084319395,-0.09530653,5.4
BRA,Brazil,Brazilian Real,1985,7.85,0.021834371,225.9897,0.051199402,0,2.35E+00,0.015107661,-0.023584035,0.059458411,0.058325647,-0.100034168,-0.031708693,-1.278329946,-0.032546544,0.163688641,0.112350372,0.00791148,-0.045060211,-0.057829864,-0.033273689,7.85
BRA,Brazil,Brazilian Real,1986,7.49,0.02095621,147.1428,0.006791602,0,1.21E+00,0.056844185,-0.006155826,0.096216863,0.070924535,-0.328936014,-0.181521791,-0.622372139,0.095509626,-0.0367462,0.058361911,0.140687838,0.151288168,0.073841319,0.097442616,7.49
BRA,Brazil,Brazilian Real,1987,3.53,0.020148519,228.3362,0.015154236,0,1.88E+00,0.064638388,-0.010590124,-0.019586508,0.079499094,0.04424909,-0.074936922,0,-0.011712063,0.270595175,0.124692767,0.098436318,0.117782821,0.258401473,0.024502675,3.53
BRA,Brazil,Brazilian Real,1988,-0.06,0.019418482,629.1145,0.014823573,0,5.71E+00,0.107802672,-0.015327515,-0.036252387,0.074264905,0.191408302,0.001645861,0,0.07263359,0.175350937,0.06921597,0.074244097,0.020211921,0.157624627,0.012475232,-0.06
BRA,Brazil,Brazilian Real,1989,3.16,0.018804205,1430.724,0.001863811,0,9.79E+00,0.33134184,-0.030583003,-0.003935658,0.276602839,-0.030477596,0.137852996,0.00E+00,0.33274743,0.456691305,0.18484791,0.036528209,0.032979728,0.407495086,0.183258675,3.16
BRA,Brazil,Brazilian Real,1990,-4.35,0.018280257,2947.733,0.00599997,0,2.31E+01,0.106675768,0.078384215,-0.204454865,-0.010925109,-0.011412223,0.266318178,-652.7336406,0.082741515,0.118934614,0.37770297,0.015176138,0.0458551,0.019192401,-0.006478944,-4.35
BRA,Brazil,Brazilian Real,1991,1.032189585,0.017749871,432.7866,-0.020358533,0,4.944628378,-0.146633666,-0.010124827,0.128196624,0.029108102,-0.152349652,0.024118743,-3.868899822,-0.091099977,-0.347948923,-0.12153074,0.114619332,0.08748351,-0.344284733,-0.13918308,1.032189585
BRA,Brazil,Brazilian Real,1992,-0.544072051,0.017219936,951.962,-0.019796393,0,10.09918675,-0.071566763,-0.039328082,-0.061033011,0.187901895,0.325805635,0.09839239,-0.07061904,-0.034327101,-0.052957283,-0.25495762,-0.122873797,-0.10441249,0.00674685,-0.12469282,-0.544072051
BRA,Brazil,Brazilian Real,1993,4.924690005,0.016787945,1927.381,-0.005072833,-0.044768498,18.59863832,0.042799237,-0.029859405,0.028596724,0.153282861,-0.007707705,0.164242972,-0.222965763,0.050714142,0.119698543,-0.060776299,0.010995972,-0.033097425,0.065447649,0.053176513,4.924690005
BRA,Brazil,Brazilian Real,1994,5.852870364,0.016472127,2075.888,-0.008646114,0.040923734,16.36526554,0.269692401,-0.043316347,0.022840398,0.158140397,0.115982008,0.218858487,-0.440394078,0.317317572,0.31856674,0.108881772,0.030225033,0.049441877,0.301956458,0.223824486,5.852870364
BRA,Brazil,Brazilian Real,1995,4.223793634,0.01622741,66.00703,-0.008506146,0.120607895,0.380606932,0.153729765,-0.056310968,0.073161574,0.217392682,-0.128622407,0.143284453,1.010436125,0.227457603,0.082024029,0.039688576,0.075140996,0.045137248,0.205556897,0.052295203,4.223793634
BRA,Brazil,Brazilian Real,1996,2.208864051,0.016015268,15.75767,-0.033719839,-0.015997485,0.095277878,-0.082024675,-0.125826964,-0.096521145,0.359642292,-0.173115243,-0.12811378,-0.186085503,0.086853361,-0.039606544,-0.354983466,0.004592499,0.003785177,-0.023249845,0.030582792,2.208864051
BRA,Brazil,Brazilian Real,1997,3.394845999,0.015760149,6.926713,0.000609626,-0.040956186,0.072521806,0.061435574,0.05178968,0.139457529,-0.127151739,0.153595246,0.189975971,-0.013939676,0.012582773,-0.047359562,0.203961401,-0.044310018,-0.038254089,-0.023099806,0.026119382,3.394845999
BRA,Brazil,Brazilian Real,1998,0.338097893,0.015407122,3.195076,-0.01806694,0.011389977,0.076554395,0.006735539,0.029518888,0.024059404,-0.077234911,0.083797513,0.034405663,-0.168213981,-0.030378581,-0.03936081,0.131706451,-0.055848455,-0.036255585,-0.051839457,-0.063978396,0.338097893
BRA,Brazil,Brazilian Real,1999,0.467937582,0.014921349,4.858448,0.036886738,-0.003950305,0.563039031,-0.283631691,0.040030376,-0.075925439,-0.076726995,-0.00359556,-0.133247332,-0.716923344,-0.307005873,-0.254440366,-0.236899521,-0.024013546,0.000808841,-0.298402281,-0.326895043,0.467937582
BRA,Brazil,Brazilian Real,2000,4.38794943,0.01434357,7.044141,0.019387539,-0.013411546,0.008539608,0.078370953,0.023770697,0.12519723,-0.119571955,0.187832195,0.216433056,1.833686762,0.046964,0.068018361,0.156647134,-0.037454547,-0.037624784,0.126825421,0.115448906,4.38794943
BRA,Brazil,Brazilian Real,2001,1.389896397,0.013763427,6.840359,-0.008857527,0.013649387,0.284356626,-0.139525013,0.014782083,0.00682447,-0.063122977,0.077144061,0.039382148,-0.882424453,-0.163892033,-0.155742061,-0.050465073,-0.024760306,-0.048379758,-0.132327398,-0.166947259,1.389896397
BRA,Brazil,Brazilian Real,2002,3.053461875,0.013213985,8.450165,0.027287316,-0.022154475,0.242902454,-0.096485837,0.015139887,-0.085805055,-0.052595881,0.045307592,-0.144407593,-1.505304797,-0.133930178,-0.11212344,-0.009901827,0.000246698,-0.015496277,-0.076992541,-0.129579302,3.053461875
BRA,Brazil,Brazilian Real,2003,1.140828991,0.01265321,14.71492,0.002069794,-0.006551067,0.053798825,0.09501002,0.000952917,-0.003266143,-0.03825823,0.073484871,-0.007947595,-9.94E-01,0.09719674,0.069741493,0.07297994,0.084475308,0.059239489,0.054695507,0.014432847,1.140828991
BRA,Brazil,Brazilian Real,2004,5.759964641,0.012085386,6.597185,0.040734274,-0.008215119,-0.04950671,0.136699,-0.007753412,0.047376723,-0.061621164,0.152632429,0.090587334,0,0.11589873,0.139723546,0.182461378,0.076175241,0.057315465,0.134198949,0.101890232,5.759964641
BRA,Brazil,Brazilian Real,2005,3.20213525,0.011524714,6.869537,0.017884744,0.019455623,-0.167763889,0.273732001,0.023827437,-0.045645275,-0.05825308,0.149774179,0.13130126,0.00E+00,0.25023977,0.281923587,0.38345744,0.020640741,0.015343993,0.254936903,0.145438644,3.20213525
BRA,Brazil,Brazilian Real,2006,3.96198868,0.010961612,4.183568,0.020243474,0.009385316,-0.106418185,0.139010991,-0.011890243,0.045866263,0.011480198,0.041281472,0.080568854,2.52E+05,0.151448432,0.127773305,0.134960686,0.031461193,0.038456856,0.11259687,0.091730895,3.96198868
BRA,Brazil,Brazilian Real,2007,6.06987062,0.010432665,3.641273,-0.004516751,0.001933699,-0.104935198,0.134778978,-0.012766131,0.097579166,0.007048513,-0.030400748,0.068317413,-3.45E-02,0.138750604,0.150118204,0.121158695,0.085140985,0.089300911,0.067093643,0.07916721,6.06987062
BRA,Brazil,Brazilian Real,2008,5.094195444,0.009992713,5.678594,0.007219816,0.015057347,-0.058186067,0.088077246,-0.010032947,0.111046039,-0.015140604,0.019772086,0.140543656,-1.08E+00,0.096458598,0.068272671,0.098762721,0.083498734,0.094219745,0.018983069,0.000616502,5.094195444
BRA,Brazil,Brazilian Real,2009,-0.125811989,0.009665899,4.888035,-0.004888439,0.02328135,0.090339468,-0.055474018,0.029856218,-0.116614832,0.067039587,-0.183144819,-0.168648723,-2.77E+00,-0.048682315,-0.070415101,-0.076699404,-0.072898506,-0.068264879,-0.145315625,-0.211990963,-0.125811989
BRA,Brazil,Brazilian Real,2010,7.528225826,0.009423693,5.038727,0.028817609,-0.017797031,-0.120135079,0.143401401,-0.050181798,0.205176645,-0.020362298,0.091805969,0.159976687,-7.97E+01,0.170129036,0.10042965,0.129523704,0.03633483,0.031656992,0.064373135,0.096919872,7.528225826
